Make,Model,Variant,Year,Location,Fuel,Engine,Transmission,KM_driven,Car_Age,Price_in_lacs
daihatsu,charade,cx,1985,Kallar Saddiyian,Petrol,1000.0,Manual,70000,40,2.7
suzuki,alto,vxl ags,2019,Rawalpindi,Petrol,660.0,Automatic,120000,6,24.7
honda,civic,1.8 i-vtec cvt,2018,Sargodha,Petrol,1800.0,Automatic,66000,7,56.0
toyota,corolla,altis sr 1.8,2010,Lahore,Petrol,1800.0,Manual,184526,15,32.75
suzuki,swift,glx cvt,2025,Islamabad,Petrol,1200.0,Automatic,800,0,52.0
suzuki,wagon r,vxl,2016,Karachi,Petrol,1000.0,Manual,173410,9,19.1
daihatsu,cast,style g sa iii,2021,Karachi,Petrol,660.0,Automatic,15585,4,37.0
suzuki,every,pa,2014,Karachi,Petrol,660.0,Manual,162142,11,26.0
honda,br-v,i-vtec s,2018,Lahore,Petrol,1500.0,Automatic,84000,7,41.5
honda,civic,oriel 1.8 i-vtec cvt,2017,Gujranwala,Petrol,1800.0,Automatic,79000,8,44.5
suzuki,alto,vxr,2022,Sukkur,Petrol,660.0,Manual,48000,3,25.5
toyota,land cruiser,j40,1969,Rawalpindi,Diesel,4200.0,Manual,110000,56,25.0
toyota,yaris sedan,ativ cvt 1.3,2022,Lahore,Petrol,1300.0,Automatic,44000,3,45.5
hyundai,tucson,fwd a/t gls sport,2023,Lahore,Petrol,2000.0,Automatic,18664,2,77.0
honda,city,1.3 i-vtec,2017,Bhalwal,Petrol,1300.0,Manual,169000,8,32.75
faw,x-pv,dual ac,2017,Lahore,Petrol,1000.0,Manual,1,8,8.9
honda,civic reborn,vti 1.8 i-vtec,2008,Renala khurd,Petrol,1800.0,Manual,231000,17,22.5
toyota,corolla,2.0d,2006,Peshawar,Diesel,2000.0,Manual,90792,19,29.5
honda,civic,turbo 1.5 vtec cvt,2017,Lahore,Petrol,1500.0,Automatic,29000,8,61.0
suzuki,bolan,gl,2007,Karachi,Petrol,800.0,Manual,80000,18,8.0
suzuki,cultus,vxri,2009,Karachi,Petrol,1000.0,Manual,110000,16,10.25
suzuki,mehran,vxr euro ii,2016,Lahore,Petrol,800.0,Manual,55000,9,13.0
honda,civic,oriel 1.8 i-vtec cvt,2016,Karachi,Petrol,1800.0,Automatic,74000,9,41.25
toyota,raize,z,2021,Islamabad,Petrol,1000.0,Automatic,16500,4,64.5
toyota,vitz,u 1.3,2006,Peshawar,Petrol,1300.0,Automatic,909090,19,23.7
bmw,5 series,520d,2012,Lahore,Diesel,2000.0,Automatic,87000,13,95.0
nissan,dayz,highway star s hybrid x pro pilot,2022,Lahore,Hybrid,660.0,Automatic,27000,3,38.0
kia,stonic,ex+,2022,Karachi,Petrol,1400.0,Automatic,54000,3,49.0
mercedes benz,c class,c200,2010,Karachi,Petrol,1800.0,Automatic,57000,15,53.5
toyota,corolla axio,hybrid 1.5,2017,Islamabad,Hybrid,1500.0,Automatic,59000,8,71.5
honda,city,aspire prosmatec 1.5 i-vtec,2021,Lahore,Petrol,1500.0,Automatic,80000,4,41.95
toyota,land cruiser,zx,2012,Karachi,Petrol,4600.0,Automatic,121000,13,269.0
honda,civic,rs,2024,Faisalabad,Petrol,1500.0,Automatic,8800,1,98.0
suzuki,cultus,vxri,2009,Karachi,Petrol,1000.0,Manual,110000,16,10.25
changan,alsvin,1.5l dct lumiere,2021,Karachi,Petrol,1500.0,Automatic,27000,4,35.5
haval,h6,hev,2023,Lahore,Hybrid,1500.0,Automatic,27000,2,107.0
suzuki,mehran,vx,2008,Islamabad,Petrol,800.0,Manual,2000,17,7.0
toyota,yaris sedan,gli cvt 1.3,2025,Islamabad,Petrol,1300.0,Automatic,5977,0,52.5
honda,civic reborn,vti oriel prosmatec 1.8 i-vtec,2009,Lahore,Petrol,1800.0,Automatic,155000,16,24.5
honda,accord,cl9,2003,Islamabad,Petrol,2400.0,Automatic,180000,22,22.0
suzuki,cultus,vxri,2007,Rawalpindi,Petrol,1000.0,Manual,91000,18,10.5
suzuki,alto,vxr,2012,Peshawar,Petrol,1000.0,Manual,88305,13,13.0
toyota,corolla,altis automatic 1.6,2018,Lahore,Petrol,1600.0,Automatic,65169,7,48.95
suzuki,alto,vxl ags,2021,Hyderabad,Petrol,660.0,Automatic,56150,4,27.35
kia,sportage,awd,2022,Haripur,Petrol,2000.0,Automatic,51000,3,76.0
suzuki,bolan,vx euro ii,2018,Gujranwala,Petrol,800.0,Manual,60000,7,15.0
suzuki,cultus,vxr,2022,Multan,Petrol,1000.0,Manual,38000,3,32.85
suzuki,wagon r,fa,2022,Lahore,Petrol,660.0,Automatic,14907,3,36.0
toyota,corolla,xli vvti,2011,Peshawar,Petrol,1300.0,Manual,137908,14,24.5
toyota,corolla,gli automatic limited edition 1.6 vvti,2012,Hub,Petrol,1600.0,Automatic,145000,13,31.0
toyota,corolla axio,hybrid 1.5,2015,Karachi,Hybrid,1500.0,Automatic,79613,10,45.5
honda,civic,oriel 1.8 i-vtec cvt,2018,Lahore,Petrol,1800.0,Automatic,65745,7,49.95
honda,civic,oriel 1.8 i-vtec cvt,2021,Lahore,Petrol,1800.0,Automatic,47000,4,67.0
suzuki,mehran,vx,1995,Peshawar,Petrol,800.0,Manual,200000,30,7.0
kia,sportage,awd,2024,Bahawalpur,Petrol,2000.0,Automatic,9500,1,92.0
honda,vezel,hybrid x l package,2014,Islamabad,Hybrid,1500.0,Automatic,145000,11,46.5
honda,civic reborn,vti prosmatec 1.8 i-vtec,2010,Karachi,Petrol,1800.0,Automatic,83000,15,22.0
honda,vezel,hybrid z honda sensing,2020,Peshawar,Hybrid,1500.0,Automatic,101000,5,72.0
mercedes benz,e class,e200,2006,Wah cantt,Petrol,1800.0,Automatic,124000,19,66.0
toyota,prado,tx limited 3.4,2004,Karachi,Petrol,3400.0,Automatic,109000,21,79.5
toyota,corolla fielder,hybrid,2014,Lahore,Hybrid,1500.0,Automatic,225000,11,43.0
honda,civic,oriel 1.8 i-vtec cvt,2017,Islamabad,Petrol,1800.0,Automatic,89000,8,51.5
honda,vezel,hybrid rs honda sensing,2019,Peshawar,Hybrid,1500.0,Automatic,97000,6,90.0
suzuki,alto,vxl ags,2019,Faisalabad,Petrol,660.0,Automatic,89000,6,23.9
honda,civic,rs,2023,Faisalabad,Petrol,1500.0,Automatic,39869,2,90.9
honda,vezel,hybrid x l package,2014,Islamabad,Hybrid,1500.0,Automatic,145000,11,46.5
suzuki,cultus,vxri,2007,Rawalpindi,Petrol,1000.0,Manual,45200,18,8.3
honda,civic,vti oriel ug prosmatec 1.6,2005,Islamabad,Petrol,1600.0,Automatic,200000,20,17.9
suzuki,wagon r,hybrid zx,2023,Hassan abdal,Hybrid,660.0,Automatic,11000,2,39.99
toyota,corolla,altis grande x cvt-i 1.8 beige interior,2021,Islamabad,Petrol,1800.0,Automatic,42000,4,68.0
hyundai,santro,exec gv,2006,Lahore,Petrol,1000.0,Manual,7,19,10.0
toyota,vitz,ill 1.0,2009,Sialkot,Petrol,1000.0,Automatic,142523,16,23.5
toyota,corolla,gli 1.3 vvti,2010,Lahore,Petrol,1300.0,Manual,156000,15,25.8
suzuki,baleno,jxr,2003,Islamabad,Petrol,1300.0,Manual,280000,22,11.9
toyota,yaris sedan,ativ cvt 1.3,2021,Lahore,Petrol,1300.0,Automatic,105000,4,40.0
honda,city,1.3 i-vtec prosmatec,2009,Rawalpindi,Petrol,1300.0,Automatic,180000,16,25.2
honda,civic rebirth,vti oriel 1.8 i-vtec,2014,Lahore,Petrol,1800.0,Manual,96000,11,33.5
suzuki,mehran,vx (cng),2005,Abbottabad,CNG,800.0,Manual,73000,20,7.9
toyota,corolla,gli 1.6,1998,Faisalabad,Petrol,1600.0,Manual,138000,27,21.0
kia,sportage,awd,2021,Lahore,Petrol,2000.0,Automatic,57000,4,71.5
suzuki,cultus,vxr,2022,Islamabad,Petrol,1000.0,Manual,45000,3,33.0
suzuki,alto,vxr,2023,Karachi,Petrol,660.0,Manual,29000,2,26.2
suzuki,alto,vxl ags,2025,Lahore,Petrol,660.0,Automatic,7838,0,32.5
toyota,prius,a premium,2017,Karachi,Hybrid,1800.0,Automatic,139321,8,63.5
honda,civic,ex,1995,Islamabad,Petrol,1500.0,Manual,240000,30,11.5
suzuki,cultus,euro ii,2013,Lahore,Petrol,1000.0,Manual,92548,12,13.25
toyota,prado,tx 2.7,2020,Lahore,Petrol,2700.0,Automatic,24800,5,234.0
mini,cooper,s,2007,Lahore,Petrol,1600.0,Automatic,38000,18,57.5
honda,civic,rs,2023,Faisalabad,Petrol,1500.0,Automatic,39869,2,90.9
toyota,hilux,revo v automatic 2.8,2023,Lahore,Diesel,2800.0,Automatic,68000,2,130.0
haval,h6,hev,2025,Multan,Hybrid,1500.0,Automatic,15000,0,120.0
mercedes benz,c class,c250,2011,Islamabad,Petrol,1800.0,Automatic,86000,14,75.0
honda,civic,1.5 vtec turbo oriel,2022,Islamabad,Petrol,1500.0,Automatic,80000,3,74.7
toyota,yaris sedan,gli mt 1.3,2024,Karachi,Petrol,1300.0,Manual,150,1,49.0
changan,alsvin,1.5l dct lumiere,2021,Karachi,Petrol,1500.0,Automatic,50000,4,33.5
toyota,prado,tx l package 2.7,2021,Islamabad,Petrol,2700.0,Automatic,9700,4,359.0
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,68000,5,64.75
toyota,raize,z,2021,Lahore,Petrol,1000.0,Automatic,22900,4,61.75
mg,hs,phev,2025,Lahore,Hybrid,1500.0,Automatic,2200,0,96.85
honda,n wgn,custom l turbo,2022,Lahore,Petrol,660.0,Automatic,7200,3,41.9
mini,cooper,s,2007,Lahore,Petrol,1600.0,Automatic,38000,18,57.5
faw,v2,vct-i,2018,Karachi,Petrol,1300.0,Manual,136000,7,13.0
toyota,corolla,gli automatic 1.3 vvti,2016,Karachi,Petrol,1300.0,Automatic,143700,9,32.0
suzuki,mehran,vx (cng),2006,Lahore,Petrol,800.0,Manual,1000,19,7.4
toyota,yaris sedan,ativ cvt 1.3,2024,Lahore,Petrol,1300.0,Automatic,13000,1,55.25
honda,vezel,hybrid z honda sensing,2016,Mirpur A.K.,Hybrid,1500.0,Automatic,136000,9,54.0
toyota,corolla,altis grande cvt-i 1.8,2017,Lahore,Petrol,1800.0,Automatic,235466,8,47.5
kia,sportage,fwd,2021,Lahore,Petrol,2000.0,Automatic,68000,4,65.5
daihatsu,rocky,g,2020,Lahore,Petrol,1000.0,Automatic,31500,5,63.0
suzuki,alto,vxr,2024,Islamabad,Petrol,660.0,Manual,21000,1,26.4
suzuki,hustler,hybrid g,2022,Gujranwala,Hybrid,660.0,Automatic,4000,3,36.5
suzuki,mehran,vxr euro ii,2016,Karachi,Petrol,796.0,Manual,95000,9,9.3
toyota,vitz,f 1.0,2014,Noor kot,Petrol,1000.0,Automatic,100000,11,28.0
daihatsu,move,l sa 3,2023,Gujranwala,Petrol,658.0,Automatic,34000,2,35.5
toyota,passo,x g package,2010,Karachi,Petrol,1000.0,Automatic,67000,15,21.3
suzuki,alto,vxr,2025,Islamabad,Petrol,660.0,Manual,7000,0,29.75
honda,civic,vti prosmatec 1.6,2003,Rawalpindi,Petrol,1600.0,Automatic,165200,22,18.45
toyota,corolla,gli 1.3 vvti,2017,Rahim Yar Khan,Petrol,1300.0,Manual,1000,8,37.5
mercedes benz,c class,c180 exclusive,2020,Rawalpindi,Petrol,1600.0,Automatic,50000,5,190.0
suzuki,cultus,vxr (cng),2002,Rawalpindi,Petrol,1000.0,Manual,112233,23,8.35
toyota,corolla,altis grande x cvt-i 1.8 black interior,2022,Lahore,Petrol,1800.0,Automatic,80000,3,66.0
suzuki,alto,vx,2022,Lahore,Petrol,660.0,Manual,40000,3,23.75
mg,hs,phev,2025,Lahore,Hybrid,1500.0,Automatic,2200,0,96.85
honda,n wgn,custom l turbo,2022,Lahore,Petrol,660.0,Automatic,7200,3,41.9
nissan,dayz,highway star s hybrid x pro pilot,2022,Lahore,Hybrid,660.0,Automatic,72800,3,40.5
suzuki,wagon r,hybrid fx,2022,Lahore,Hybrid,660.0,Automatic,28000,3,36.9
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,36700,5,61.5
daihatsu,mira,x memorial edition,2014,Karachi,Petrol,660.0,Automatic,77651,11,23.75
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,45000,5,64.5
toyota,corolla,gli automatic 1.3 vvti,2019,Lahore,Petrol,1300.0,Automatic,72000,6,45.6
kia,stonic,ex+,2021,Lahore,Petrol,1400.0,Automatic,50000,4,44.75
toyota,corolla,gli 1.3 vvti special edition,2019,Hyderabad,Petrol,1300.0,Manual,90000,6,40.0
suzuki,cultus,vxl,2021,Hyderabad,Petrol,1000.0,Manual,40000,4,33.0
nissan,note,e-power s,2022,Faisalabad,Hybrid,1200.0,Automatic,18000,3,69.0
toyota,corolla,altis grande x cvt-i 1.8 black interior,2022,Lahore,Petrol,1800.0,Automatic,80000,3,66.0
suzuki,alto,vx,2022,Lahore,Petrol,660.0,Manual,40000,3,23.75
toyota,corolla,xli vvti,2020,Faisalabad,Petrol,1300.0,Manual,99207,5,40.5
honda,cr-z,base grade manual,2012,Gujranwala,Hybrid,1500.0,Manual,135000,13,31.5
suzuki,alto,vxr,2022,Multan,Petrol,660.0,Manual,56520,3,25.8
honda,civic,1.8 i-vtec cvt,2016,Mardan,Petrol,1800.0,Automatic,175425,9,42.5
toyota,corolla,2.0d saloon sr,2008,Jhang,Diesel,2000.0,Manual,135000,17,38.0
suzuki,wagon r,vxl,2019,Lahore,Petrol,1000.0,Manual,72000,6,25.75
toyota,land cruiser,zx,2013,Chakwal,Petrol,4600.0,Automatic,93500,12,278.0
toyota,aqua,s,2017,Islamabad,Hybrid,1500.0,Automatic,180000,8,42.95
daihatsu,mira,x sa lll,2022,Lahore,Petrol,660.0,Automatic,9700,3,37.0
honda,city,1.3 i-vtec prosmatec,2017,Karachi,Petrol,1300.0,Automatic,144000,8,34.75
kia,sportage,awd,2021,Lahore,Petrol,2000.0,Automatic,46000,4,70.5
suzuki,swift,dlx automatic 1.3 navigation,2018,Lahore,Petrol,1300.0,Automatic,59000,7,27.75
toyota,corolla,se limited,1995,Islamabad,Petrol,1500.0,Manual,208000,30,16.35
suzuki,cultus,auto gear shift,2021,Lahore,Petrol,1000.0,Automatic,46350,4,33.75
toyota,corolla,xli vvti,2012,Faisalabad,Petrol,1300.0,Manual,186000,13,22.8
suzuki,cultus,vxri,2012,Faisalabad,Petrol,1000.0,Manual,98000,13,13.5
toyota,surf,ssr-x 3.0d,1996,Rawalpindi,Diesel,3000.0,Automatic,110000,29,36.0
honda,civic reborn,mxst (hybrid),2006,Karachi,Hybrid,1300.0,Automatic,180000,19,22.75
toyota,vitz,1.0f safety edition iii,2018,Karachi,Petrol,1000.0,Automatic,95413,7,38.0
suzuki,liana,lxi sport,2007,Multan,Petrol,1300.0,Manual,1000,18,11.25
honda,civic rebirth,vti oriel prosmatec 1.8 i-vtec,2014,Lahore,Petrol,1800.0,Automatic,96500,11,39.75
toyota,aqua,s,2018,Bahawalpur,Hybrid,1500.0,Automatic,85000,7,54.0
toyota,prado,tx 3.0d,1996,Bahawalpur,Diesel,3000.0,Automatic,150000,29,41.0
jeep,wrangler,sahara,1993,Bahawalpur,Petrol,4000.0,Automatic,140000,32,43.0
toyota,raize,z,2020,Peshawar,Petrol,1000.0,Automatic,69000,5,64.5
toyota,corolla,altis grande x cvt-i 1.8 black interior,2023,Bahawalpur,Petrol,1800.0,Automatic,45000,2,72.0
suzuki,alto,vxr,2023,Karachi,Petrol,660.0,Manual,27340,2,25.95
honda,city,1.5 i-vtec prosmatec,2017,Faisalabad,Petrol,1500.0,Automatic,76000,8,36.65
kia,sportage,awd,2020,Lahore,Petrol,2000.0,Automatic,80000,5,66.0
honda,vezel,hybrid rs honda sensing,2017,Islamabad,Hybrid,1500.0,Automatic,85000,8,68.9
suzuki,alto,vxl ags,2023,Karachi,Petrol,660.0,Automatic,22000,2,29.65
toyota,corolla,gli automatic 1.3 vvti,2018,Karachi,Petrol,1300.0,Automatic,78000,7,42.5
toyota,aqua,s,2015,Karachi,Hybrid,1500.0,Automatic,149000,10,35.95
suzuki,cultus,vxri,2012,Karachi,Petrol,1000.0,Manual,75000,13,12.0
suzuki,mehran,vxr euro ii,2015,Lahore,Petrol,796.0,Manual,90000,10,9.85
suzuki,mehran,vx euro ii,2012,Lahore,Petrol,800.0,Manual,100000,13,12.6
toyota,corolla,xli,2006,Islamabad,Petrol,1300.0,Manual,282657,19,17.0
honda,city,1.3 i-vtec,2020,Islamabad,Petrol,1300.0,Manual,92000,5,37.5
toyota,prius,l 1.8,2013,Peshawar,Hybrid,1800.0,Automatic,218292,12,42.0
toyota,raize,g,2020,Rawalpindi,Petrol,1000.0,Automatic,86023,5,53.0
hyundai,tucson,awd a/t ultimate,2023,Faisalabad,Petrol,2000.0,Automatic,37000,2,80.0
honda,civic,ex,1995,Lahore,Petrol,1500.0,Manual,174000,30,8.99
kia,sportage,awd,2021,Islamabad,Petrol,2000.0,Automatic,57000,4,68.0
honda,city,1.2l cvt,2023,Karachi,Petrol,1200.0,Automatic,30300,2,42.5
haval,h6,hev,2024,Lahore,Hybrid,1500.0,Automatic,25000,1,115.0
toyota,corolla,altis grande cvt-i 1.8,2015,Lahore,Petrol,1800.0,Automatic,126070,10,47.0
suzuki,wagon r,ags,2020,Sialkot,Petrol,1000.0,Automatic,70000,5,29.8
suzuki,cultus,vxr,2005,Lahore,Petrol,1000.0,Manual,53000,20,9.85
toyota,corolla,gli 1.3 vvti,2012,Islamabad,Petrol,1300.0,Manual,291000,13,26.9
honda,civic,1.5 vtec turbo oriel,2022,Quetta,Petrol,1500.0,Automatic,20700,3,76.1
suzuki,alto,vxl ags,2021,Lahore,Petrol,660.0,Automatic,97000,4,26.5
honda,freed,+ hybrid g honda sensing,2021,Gujrat,Hybrid,1500.0,Automatic,100000,4,62.25
honda,city,i-dsi,2006,Rawalpindi,Petrol,1300.0,Manual,198200,19,18.2
mercedes benz,c class,c200,2011,Islamabad,Petrol,1800.0,Automatic,90000,14,75.0
suzuki,alto,vxr,2011,Rawalpindi,Petrol,1000.0,Manual,97000,14,16.5
suzuki,wagon r,vxl,2017,Islamabad,Petrol,1000.0,Manual,73000,8,20.95
daihatsu,rocky,g,2019,Karachi,Petrol,1000.0,Automatic,59000,6,51.75
honda,civic,1.8 i-vtec cvt,2017,Lahore,Petrol,1800.0,Automatic,85000,8,48.6
daihatsu,rocky,g,2019,Lahore,Petrol,1000.0,Automatic,76000,6,53.95
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,56548,5,61.9
toyota,land cruiser,zx gasoline 3.5l,2022,Lahore,Petrol,3445.0,Automatic,9900,3,650.0
daihatsu,move,x sa 2,2019,Islamabad,Petrol,658.0,Automatic,40000,6,33.45
hyundai,sonata,2.5,2022,Karachi,Petrol,2500.0,Automatic,37000,3,86.45
toyota,land cruiser,zx,2016,Gujranwala,Petrol,4600.0,Automatic,75000,9,363.0
honda,civic rebirth,vti oriel 1.8 i-vtec,2014,Karachi,Petrol,1800.0,Manual,98000,11,29.0
suzuki,alto,vxr,2011,Rawalpindi,Petrol,1000.0,Manual,97000,14,16.5
suzuki,wagon r,vxl,2018,Rawalpindi,Petrol,1000.0,Manual,96000,7,22.9
honda,city,i-dsi,2004,Attock,Petrol,1300.0,Manual,270000,21,14.5
toyota,raize,z,2020,Hassan abdal,Petrol,1000.0,Automatic,75000,5,56.0
suzuki,baleno,jxr,2004,Faisalabad,Petrol,1300.0,Manual,210000,21,12.9
toyota,corolla,xli vvti,2011,Islamabad,Petrol,1300.0,Manual,250000,14,24.5
honda,city,1.3 i-vtec prosmatec,2020,Rawalpindi,Petrol,1300.0,Automatic,38000,5,43.0
toyota,corolla,xli vvti,2014,Lahore,Petrol,1300.0,Manual,131000,11,25.5
toyota,corolla,xli vvti,2017,Shahdara,Petrol,1300.0,Manual,115000,8,32.0
honda,civic,oriel 1.8 i-vtec cvt,2020,Lahore,Petrol,1800.0,Automatic,67500,5,62.5
suzuki,fx,ga,1987,Daska,Petrol,800.0,Manual,500000,38,1.8
suzuki,wagon r,hybrid zx,2022,Hassan abdal,Hybrid,660.0,Automatic,34000,3,41.75
toyota,corolla,xli vvti,2017,Lahore,Petrol,1300.0,Manual,170000,8,34.9
toyota,corolla,gli automatic 1.3 vvti,2017,Lahore,Petrol,1300.0,Automatic,220000,8,40.8
suzuki,bolan,vx (cng),2012,Vehari,Petrol,800.0,Manual,1,13,9.0
honda,city,1.3 i-vtec prosmatec,2011,Islamabad,Petrol,1300.0,Automatic,125000,14,29.5
suzuki,swift,dx 1.3,2011,Karachi,Petrol,1300.0,Manual,860000,14,16.7
toyota,prado,tx 2.7,2019,Faisalabad,Petrol,2700.0,Automatic,58500,6,209.0
toyota,corolla,altis grande cvt-i 1.8,2016,Lahore,Petrol,1800.0,Automatic,58000,9,34.95
toyota,corolla,2.0d,2008,Karachi,Diesel,2000.0,Manual,378000,17,17.8
honda,civic,oriel 1.8 i-vtec cvt,2017,Karachi,Petrol,1800.0,Automatic,61000,8,43.5
toyota,passo,x l package s,2021,Lahore,Petrol,1000.0,Automatic,41711,4,38.75
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,24000,5,62.9
toyota,raize,z,2020,Islamabad,Petrol,1000.0,Automatic,54000,5,63.5
honda,civic,oriel 1.8 i-vtec cvt,2018,Islamabad,Petrol,1800.0,Automatic,140000,7,55.4
suzuki,swift,glx cvt,2024,Lahore,Petrol,1200.0,Automatic,15000,1,49.55
honda,city,1.3 i-vtec,2019,Islamabad,Petrol,1300.0,Manual,82001,6,38.2
toyota,prado,tx 2.7,2021,Karachi,Petrol,2700.0,Automatic,45688,4,285.0
toyota,yaris sedan,ativ x cvt 1.5,2020,Karachi,Petrol,1500.0,Automatic,43000,5,41.85
toyota,fortuner,legender,2023,Lahore,Diesel,2800.0,Automatic,29370,2,182.0
toyota,corolla,altis grande cvt-i 1.8,2016,Lahore,Petrol,1800.0,Automatic,58000,9,34.95
daihatsu,move,l sa 3,2018,Islamabad,Petrol,658.0,Automatic,94000,7,29.5
suzuki,mehran,vx euro ii,2013,Lahore,Petrol,796.0,Manual,78000,12,10.8
toyota,corolla,se saloon automatic,2004,Peshawar,Petrol,1600.0,Automatic,199999,21,29.5
toyota,aqua,s,2016,Karachi,Hybrid,1500.0,Automatic,94500,9,42.0
mitsubishi,lancer,glx sr automatic 1.6,2005,Karachi,Petrol,1600.0,Automatic,71000,20,15.0
suzuki,hustler,j style ii,2023,Karachi,Hybrid,660.0,Automatic,13000,2,38.5
toyota,prius,s 1.5,2007,Peshawar,Hybrid,1500.0,Automatic,135000,18,30.8
nissan,note,e-power x,2021,Karachi,Hybrid,1200.0,Automatic,6778,4,60.0
suzuki,cultus,vxli,2009,Islamabad,Petrol,1000.0,Manual,102100,16,13.3
toyota,corolla,altis automatic 1.6,2015,Peshawar,Petrol,1600.0,Automatic,95000,10,42.0
united,bravo,base grade,2020,Lahore,Petrol,800.0,Manual,14000,5,8.0
honda,civic,oriel 1.8 i-vtec cvt,2021,Islamabad,Petrol,1800.0,Automatic,62000,4,64.25
suzuki,alto,vxl ags,2021,Lahore,Petrol,660.0,Automatic,44942,4,26.0
toyota,corolla,gli 1.3 vvti,2019,Islamabad,Petrol,1300.0,Manual,121000,6,37.9
hyundai,tucson,awd a/t ultimate,2021,Lahore,Petrol,2000.0,Automatic,20000,4,67.0
honda,civic,exi automatic,1998,Lahore,Petrol,1500.0,Automatic,192000,27,11.8
toyota,corolla,altis cruisetronic 1.8,2010,Lahore,Petrol,1800.0,Automatic,86000,15,31.0
toyota,corolla,altis automatic 1.6,2015,Karachi,Petrol,1600.0,Automatic,140000,10,33.5
suzuki,cultus,euro ii,2013,Lahore,Petrol,1000.0,Manual,100000,12,15.0
toyota,corolla,altis sr 1.6,2013,Islamabad,Petrol,1600.0,Manual,135000,12,36.0
suzuki,wagon r,vxl,2020,Kharian,Petrol,1000.0,Manual,35000,5,28.75
honda,city,aspire prosmatec 1.5 i-vtec,2013,Lahore,Petrol,1500.0,Automatic,105000,12,31.5
honda,n wgn,custom,2023,Lahore,Petrol,660.0,Automatic,5152,2,42.0
toyota,yaris sedan,ativ x cvt 1.5,2021,Arifwala,Petrol,1500.0,Automatic,52000,4,47.8
toyota,corolla,gli automatic 1.3 vvti,2019,Lahore,Petrol,1300.0,Automatic,77000,6,45.0
bmw,5 series,525i,2008,Rawalpindi,Petrol,2500.0,Automatic,278000,17,40.0
daihatsu,mira,x,2006,Rawalpindi,Petrol,660.0,Automatic,150000,19,17.35
daihatsu,mira,x sa lll,2022,Lahore,Petrol,660.0,Automatic,49000,3,37.0
toyota,prado,tx 2.7,2011,Islamabad,Petrol,2700.0,Automatic,79392,14,165.0
toyota,corolla,altis sr cruisetronic 1.6,2012,Lahore,Petrol,1600.0,Automatic,124538,13,34.75
kia,sportage,awd,2020,Lahore,Petrol,2000.0,Automatic,142000,5,66.75
haval,h6,hev,2025,Lahore,Hybrid,1500.0,Automatic,7700,0,119.0
toyota,prado,tx l package 2.7,2011,Lahore,Petrol,2700.0,Automatic,98000,14,147.0
suzuki,swift,dlx 1.3,2016,Islamabad,Petrol,1300.0,Manual,100000,9,25.25
suzuki,bolan,vx,2007,Taxila,Petrol,800.0,Manual,200000,18,7.5
toyota,prado,tx 2.7,2013,Lahore,Petrol,2700.0,Automatic,104202,12,154.0
kia,sportage,awd,2021,Islamabad,Petrol,2000.0,Automatic,118000,4,66.5
lexus,ct200h,version l,2011,Karachi,Hybrid,1800.0,Automatic,82000,14,48.5
toyota,platz,f 1.0,2004,Lahore,Petrol,1000.0,Automatic,250000,21,14.5
daihatsu,rocky,1.0 r tc,2020,Karachi,Petrol,1000.0,Automatic,58000,5,49.0
suzuki,mehran,vx euro ii,2017,Islamabad,Petrol,796.0,Manual,79000,8,14.0
toyota,corolla,altis x cvt-i 1.8,2021,Lahore,Petrol,1800.0,Automatic,122000,4,60.0
changan,oshan x7,comfort,2024,Lahore,Petrol,1500.0,Automatic,25000,1,84.0
honda,city,1.3 i-vtec prosmatec,2019,Lahore,Petrol,1300.0,Automatic,58000,6,38.9
toyota,corolla,gli automatic 1.3 vvti,2020,Karachi,Petrol,1300.0,Automatic,84861,5,46.0
mitsubishi,ek wagon,gs,2012,Faisalabad,Petrol,660.0,Automatic,10000,13,17.0
toyota,vitz,f safety 1.0,2018,Lahore,Petrol,1000.0,Automatic,75933,7,41.45
suzuki,mehran,vxr euro ii,2018,Sahiwal,Petrol,796.0,Manual,67000,7,14.5
honda,city,1.3 i-vtec prosmatec,2019,Lahore,Petrol,1300.0,Automatic,83000,6,38.25
toyota,fortuner,2.8 sigma 4,2020,Okara,Diesel,2800.0,Automatic,66000,5,137.0
honda,city,1.3 i-vtec,2012,Gujranwala,Petrol,1300.0,Manual,195000,13,25.45
daihatsu,cuore,cl,2010,Kohat,Petrol,800.0,Manual,60000,15,12.3
toyota,raize,g,2020,Islamabad,Petrol,1000.0,Automatic,46000,5,57.5
honda,city,1.2l cvt,2022,Islamabad,Petrol,1200.0,Automatic,29000,3,46.0
suzuki,alto,vxr,2025,Islamabad,Petrol,660.0,Manual,4500,0,29.9
kia,sportage,awd,2021,Islamabad,Petrol,2000.0,Automatic,45000,4,72.0
honda,civic,rs,2024,Islamabad,Petrol,1500.0,Automatic,30000,1,95.5
toyota,hilux,revo gr-s,2023,Islamabad,Diesel,2800.0,Automatic,48000,2,146.0
honda,city,1.5l aspire cvt,2025,Lahore,Petrol,1500.0,Automatic,7100,0,60.0
mazda,carol,gf,2022,Gujranwala,Hybrid,660.0,Automatic,11000,3,34.25
